distinct_reactions,total_voter_comments,distinct_voter_comments,num_respondents,avg_distinct_votes,avg_votes,num_qfa_total,num_qfa_distinct_voters,qfa_question_upvotes,label
0.34375,0.0625,0.0625,0.375,0.209821429,0.308035714,0.0,0.0,0.0,0.0
0.410958904,0.02739726,0.02739726,0.479452055,0.140839041,0.14640411,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.649122807,0.631578947,0.631578947,0.0,0.0,0.0,0.0
0.907407407,1.018518519,1.0,0.814814815,0.391975309,0.66872428,0.018518519,0.018518519,0.0,1.0
0.0,0.0,0.0,0.551020408,0.448979592,0.455782313,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.80952381,0.497354497,1.08994709,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.816326531,0.530612245,1.102040816,0.0,0.0,0.0,0.0
0.181818182,0.0,0.0,0.563636364,0.447272727,0.447272727,0.254545455,0.181818182,0.345454545,0.0
0.0,0.04,0.04,0.96,0.857777778,2.684444444,0.066666667,0.053333333,0.0,1.0
0.470588235,0.058823529,0.058823529,0.588235294,0.355392157,1.193627451,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.770833333,0.770833333,1.083333333,0.0,0.0,0.0,1.0
0.885714286,0.371428571,0.342857143,0.371428571,0.207142857,0.264285714,0.228571429,0.142857143,0.142857143,0.0
0.871794872,0.692307692,0.41025641,0.487179487,0.169871795,0.169871795,0.128205128,0.076923077,0.0,0.0
0.962962963,0.018518519,0.018518519,0.444444444,0.248148148,0.480864198,0.0,0.0,0.0,0.0
0.526315789,0.0,0.0,0.578947368,0.171052632,0.171052632,0.0,0.0,0.0,0.0
0.0,0.004545455,0.004545455,0.159090909,0.105882353,0.417914439,0.0,0.0,0.0,0.0
0.971830986,0.422535211,0.295774648,0.690140845,0.394366197,0.444203684,0.845070423,0.38028169,0.014084507,1.0
0.390243902,0.0,0.0,0.487804878,0.146341463,0.158536585,0.097560976,0.097560976,0.219512195,0.0
0.00877193,0.0,0.0,0.596491228,0.425438596,0.436403509,0.0,0.0,0.0,0.0
0.020408163,0.0,0.0,0.714285714,0.551020408,0.584183673,0.0,0.0,0.0,0.0
0.0,0.012820513,0.012820513,0.756410256,0.709401709,0.730769231,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.671052632,0.562030075,0.607142857,0.0,0.0,0.0,0.0
0.043010753,0.096774194,0.043010753,0.548387097,0.372311828,0.38844086,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.909090909,0.788961039,0.818181818,0.0,0.0,0.0,1.0
0.0,0.024390244,0.024390244,0.634146341,0.528455285,0.552845528,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.675,0.564285714,0.592857143,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.527777778,0.474206349,0.476190476,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.813953488,0.757475083,0.757475083,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.704545455,0.62987013,0.62987013,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.734939759,0.635111876,0.648881239,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.861111111,0.813492063,0.821428571,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.602739726,0.518590998,0.530332681,0.0,0.0,0.0,0.0
0.0,0.027777778,0.027777778,0.861111111,0.694444444,0.702380952,0.0,0.0,0.0,1.0
0.0,0.018867925,0.018867925,0.613207547,0.530997305,0.537735849,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.555555556,0.503968254,0.511904762,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.441860465,0.358803987,0.360465116,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.720930233,0.481727575,0.491694352,0.0,0.0,0.0,0.0
0.363636364,0.03030303,0.03030303,0.696969697,0.553030303,0.553030303,0.0,0.0,0.0,0.0
0.3125,0.0625,0.0625,0.6875,0.512019231,0.512019231,0.0,0.0,0.0,1.0
0.484848485,0.0,0.0,0.484848485,0.368686869,0.671717172,0.0,0.0,0.0,0.0
0.0,0.014018692,0.014018692,0.672897196,0.487149533,1.352803738,0.03271028,0.023364486,0.0,0.0
0.0,0.024390244,0.024390244,0.731707317,0.56504065,1.0,0.0,0.0,0.0,0.0
0.0,0.027027027,0.027027027,0.216216216,0.114250614,0.128378378,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.388888889,0.273148148,0.309259259,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.683333333,0.251754386,0.873245614,0.008333333,0.008333333,0.0,0.0
0.693548387,0.0,0.0,0.790322581,0.343672457,1.320099256,0.0,0.0,0.0,0.0
0.552631579,0.0,0.0,0.578947368,0.578947368,0.578947368,0.0,0.0,0.0,0.0
0.38,0.08,0.08,0.82,0.3,1.196923077,0.02,0.02,0.0,0.0
0.484536082,0.051546392,0.030927835,0.762886598,0.268834259,0.861221253,0.010309278,0.010309278,0.030927835,0.0
0.0,0.022222222,0.022222222,0.844444444,0.418518519,0.437037037,0.088888889,0.088888889,0.0,0.0
0.0,0.0,0.0,0.657142857,0.471428571,0.478571429,0.0,0.0,0.0,0.0
0.988095238,0.130952381,0.095238095,0.547619048,0.17526455,0.342592593,0.321428571,0.130952381,0.142857143,0.0
0.506493506,0.0,0.0,0.441558442,0.121964992,0.136645963,0.012987013,0.012987013,0.0,0.0
0.372093023,0.023255814,0.023255814,0.976744186,0.674418605,1.302325581,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.694915254,0.464146023,0.677966102,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.227272727,0.181034483,0.182601881,0.068181818,0.068181818,0.0,0.0
0.516129032,0.0,0.0,0.903225806,0.465949821,0.492831541,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.306930693,0.152009319,0.257134537,0.0,0.0,0.0,0.0
0.509433962,0.037735849,0.037735849,0.471698113,0.379979036,0.417714885,0.056603774,0.056603774,0.0,0.0
0.180555556,0.125,0.069444444,0.819444444,0.304347826,0.408816425,0.013888889,0.013888889,0.0,0.0
0.228571429,1.342857143,0.828571429,1.0,0.845714286,0.845714286,0.0,0.0,0.0,1.0
0.774193548,0.14516129,0.129032258,0.64516129,0.206451613,0.27311828,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.352941176,0.218954248,0.238562092,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.810945274,0.990049751,0.0,0.0,0.0,1.0
0.442622951,0.081967213,0.06557377,0.836065574,0.208355368,0.240084611,0.016393443,0.016393443,0.0,0.0
0.092592593,0.0,0.0,0.740740741,0.416666667,0.435185185,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.764705882,0.764705882,3.058823529,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.565217391,0.363354037,0.363354037,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.96875,0.96875,7.75,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.84375,0.791666667,1.0,0.0,0.0,0.0,1.0
0.023076923,0.215384615,0.153846154,0.761538462,0.615897436,0.902051282,0.084615385,0.069230769,0.0,1.0
0.971428571,0.0,0.0,0.485714286,0.381632653,0.616326531,0.0,0.0,0.0,0.0
0.111111111,0.0,0.0,0.407407407,0.219373219,0.227920228,0.0,0.0,0.0,0.0
0.142857143,0.0,0.0,0.571428571,0.26984127,0.46031746,0.023809524,0.023809524,0.023809524,0.0
0.314285714,0.014285714,0.014285714,0.614285714,0.438571429,0.455714286,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.953488372,0.651162791,1.034883721,0.0,0.0,0.0,1.0
0.0,0.03125,0.03125,1.0,0.927083333,0.953125,0.0,0.0,0.0,1.0
0.514563107,0.019417476,0.009708738,0.485436893,0.250485437,0.277669903,0.0,0.0,0.0,0.0
0.510416667,0.057291667,0.046875,0.364583333,0.060384115,0.061360677,0.015625,0.015625,0.0,0.0
0.323529412,0.235294118,0.235294118,0.794117647,0.654411765,0.654411765,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.871794872,0.633699634,1.227106227,0.0,0.0,0.0,1.0
0.28125,0.0625,0.0625,0.1875,0.109375,0.1171875,0.03125,0.03125,0.0,0.0
0.0,0.0,0.0,0.254385965,0.122807018,0.265899123,0.0,0.0,0.0,0.0
0.120805369,0.0,0.0,0.161073826,0.104314477,0.156279962,0.0,0.0,0.0,0.0
0.15625,0.15625,0.125,0.09375,0.078125,0.078125,0.4375,0.28125,0.0,0.0
0.023809524,0.0,0.0,0.642857143,0.333333333,0.888888889,0.0,0.0,0.0,0.0
0.463157895,0.010526316,0.010526316,0.421052632,0.194427245,0.213003096,0.0,0.0,0.0,0.0
0.0,0.006622517,0.006622517,0.794701987,0.5,1.493377483,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.016129032,0.016129032,0.016129032,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.7960199,0.696517413,1.323383085,0.0,0.0,0.0,1.0
0.660377358,0.037735849,0.037735849,0.735849057,0.528301887,1.099056604,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.428571429,0.201242236,0.450931677,0.0,0.0,0.0,0.0
0.0,0.017621145,0.013215859,0.392070485,0.335682819,0.335682819,0.0,0.0,0.0,0.0
0.0,0.09375,0.09375,0.46875,0.349264706,0.443014706,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.56097561,0.528455285,0.528455285,0.0,0.0,0.0,0.0
0.540540541,0.081081081,0.081081081,0.594594595,0.536679537,0.53957529,0.0,0.0,0.0,0.0
0.310126582,0.0,0.0,0.67721519,0.422644163,0.524613221,0.0,0.0,0.0,0.0
0.012269939,0.0,0.0,0.950920245,0.443762781,0.484662577,0.0,0.0,0.0,0.0
0.0,0.014925373,0.014925373,0.104477612,0.082089552,0.097014925,0.014925373,0.014925373,0.014925373,0.0
0.0,0.0,0.0,0.060606061,0.04040404,0.04040404,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.693877551,0.578631453,0.589435774,0.0,0.0,0.0,0.0
0.085714286,0.0,0.0,0.971428571,0.628571429,2.247619048,0.142857143,0.114285714,0.028571429,1.0
0.047619048,0.0,0.0,0.69047619,0.523809524,0.523809524,0.0,0.0,0.0,0.0
0.448905109,0.025547445,0.02189781,0.270072993,0.09270073,0.09620438,0.072992701,0.058394161,0.047445255,0.0
0.473684211,0.092105263,0.092105263,0.907894737,0.8,0.8,0.0,0.0,0.0,1.0
0.559139785,0.032258065,0.032258065,0.602150538,0.168458781,0.243727599,0.0,0.0,0.0,0.0
0.0,0.034722222,0.034722222,0.902777778,0.647569444,0.647569444,0.069444444,0.0625,0.0,1.0
0.557142857,0.014285714,0.014285714,0.657142857,0.251190476,0.285119048,0.014285714,0.014285714,0.0,0.0
0.0,0.152173913,0.043478261,0.586956522,0.217391304,0.302795031,0.0,0.0,0.0,0.0
0.0,0.015625,0.015625,0.609375,0.495535714,0.502232143,0.109375,0.078125,0.359375,0.0
0.0,0.01010101,0.01010101,0.808080808,0.561868687,0.726010101,0.0,0.0,0.0,0.0
0.205357143,0.044642857,0.035714286,0.241071429,0.0859375,0.108258929,0.0,0.0,0.0,0.0
0.178343949,0.006369427,0.006369427,0.299363057,0.110573248,0.143184713,0.006369427,0.006369427,0.0,0.0
0.0,0.0,0.0,0.5625,0.53125,0.53125,0.0,0.0,0.0,0.0
0.38028169,0.070422535,0.070422535,0.197183099,0.121343445,0.26652221,0.028169014,0.028169014,0.014084507,0.0
0.0,0.0,0.0,0.01369863,0.01369863,0.01369863,0.0,0.0,0.0,0.0
0.190140845,0.852112676,0.626760563,0.598591549,0.411737089,1.033333333,0.0,0.0,0.0,1.0
0.0,0.023809524,0.023809524,0.976190476,0.976190476,2.928571429,0.0,0.0,0.0,1.0
0.911764706,0.0,0.0,0.558823529,0.290849673,0.321895425,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.596330275,0.298165138,0.366972477,0.027522936,0.018348624,0.009174312,0.0
1.0,1.276315789,0.355263158,0.736842105,0.451315789,0.451315789,0.026315789,0.013157895,0.013157895,0.0
0.301886792,0.226415094,0.188679245,0.811320755,0.626415094,0.626415094,0.056603774,0.056603774,0.037735849,1.0
0.416666667,0.066666667,0.066666667,0.816666667,0.435416667,0.738541667,0.216666667,0.166666667,0.016666667,0.0
0.382352941,0.029411765,0.029411765,0.352941176,0.172268908,0.173669468,0.058823529,0.058823529,0.0,0.0
0.34375,0.03125,0.03125,0.71875,0.475694444,0.486111111,0.15625,0.125,0.0,0.0
0.582278481,0.012658228,0.012658228,0.670886076,0.544303797,0.563291139,0.050632911,0.037974684,0.0,0.0
0.171428571,0.028571429,0.028571429,0.628571429,0.307002801,0.341176471,0.0,0.0,0.0,0.0
0.076190476,0.0,0.0,0.695238095,0.511564626,1.099319728,0.0,0.0,0.0,0.0
0.3,0.7,0.275,0.425,0.306666667,1.608333333,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.923076923,0.823076923,0.930769231,0.0,0.0,0.0,1.0
0.895833333,0.958333333,0.8125,0.291666667,0.141414141,0.392676768,0.0625,0.0625,0.020833333,1.0
0.0,0.0,0.0,0.702702703,0.702702703,0.972972973,0.0,0.0,0.0,1.0
0.5,1.375,0.8125,0.625,0.534722222,0.534722222,0.0625,0.0625,0.0,1.0
0.504201681,0.394957983,0.305322129,0.37535014,0.139962652,0.183286648,0.00280112,0.00280112,0.0,0.0
0.0,0.0,0.0,0.529411765,0.397058824,0.414705882,0.0,0.0,0.0,0.0
0.21875,0.03125,0.03125,0.28125,0.1875,0.1875,0.09375,0.09375,0.0,0.0
0.64516129,0.096774194,0.096774194,0.35483871,0.322580645,0.322580645,0.387096774,0.225806452,0.129032258,0.0
0.974358974,0.41025641,0.307692308,0.769230769,0.286446886,0.786813187,0.025641026,0.025641026,0.0,0.0
0.06557377,0.016393443,0.016393443,0.409836066,0.245901639,0.596721311,0.049180328,0.016393443,0.0,0.0
0.0,0.0,0.0,0.5,0.373737374,0.387205387,0.0,0.0,0.0,0.0
0.0,0.021276596,0.021276596,0.765957447,0.595744681,0.794326241,0.021276596,0.021276596,0.0,0.0
0.1625,0.0,0.0,0.3875,0.195,0.30875,0.0,0.0,0.0,0.0
0.204545455,0.0,0.0,0.659090909,0.585227273,0.605113636,0.0,0.0,0.0,0.0
0.302325581,0.0,0.0,0.558139535,0.290143965,0.473975637,0.0,0.0,0.0,0.0
0.881422925,0.438735178,0.403162055,0.490118577,0.296083363,0.433524973,0.158102767,0.118577075,0.075098814,0.0
0.717948718,0.205128205,0.179487179,0.461538462,0.259615385,0.375,0.205128205,0.102564103,0.0,0.0
0.693251534,0.17791411,0.159509202,0.484662577,0.267382413,0.379601227,0.134969325,0.104294479,0.042944785,0.0
0.96969697,0.121212121,0.121212121,0.666666667,0.261707989,0.261707989,0.060606061,0.03030303,0.0,0.0
0.583333333,0.625,0.416666667,0.416666667,0.129960317,0.134920635,0.125,0.104166667,0.0,0.0
0.184705882,0.008235294,0.005882353,0.238823529,0.143470588,0.145235294,0.032941176,0.028235294,0.0,0.0
0.557692308,0.634615385,0.423076923,0.519230769,0.175213675,0.448005698,0.403846154,0.134615385,0.0,0.0
0.0,0.064516129,0.064516129,0.35483871,0.268817204,0.268817204,0.0,0.0,0.0,0.0
0.074074074,0.074074074,0.074074074,0.666666667,0.604497354,0.889550265,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.973684211,0.973684211,1.263157895,0.0,0.0,0.0,1.0
0.361111111,0.083333333,0.055555556,0.805555556,0.486111111,0.888888889,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.26,0.1688,0.2436,0.0,0.0,0.0,0.0
0.26984127,0.0,0.0,0.761904762,0.26984127,0.272108844,0.0,0.0,0.0,0.0
0.125,0.0625,0.0625,0.78125,0.5,0.5,0.0,0.0,0.0,0.0
0.0,0.057017544,0.052631579,0.521929825,0.119883041,0.121345029,0.01754386,0.01754386,0.039473684,0.0
0.0,0.0,0.0,0.682926829,0.658536585,0.658536585,0.0,0.0,0.0,0.0
0.6,1.555555556,0.866666667,0.666666667,0.390740741,0.724074074,0.022222222,0.022222222,0.022222222,1.0
0.0,0.0,0.0,0.434210526,0.294736842,0.294736842,0.0,0.0,0.0,0.0
0.930232558,0.0,0.0,0.790697674,0.35793731,0.397371082,0.0,0.0,0.0,0.0
0.046511628,0.023255814,0.023255814,0.627906977,0.282647585,0.347048301,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.846153846,0.846153846,0.846153846,0.051282051,0.025641026,0.0,1.0
0.354166667,0.020833333,0.020833333,0.854166667,0.776785714,0.852678571,0.0,0.0,0.0,1.0
0.417040359,0.735426009,0.394618834,0.417040359,0.168751475,0.267878216,0.0,0.0,0.0,0.0
0.880952381,0.119047619,0.095238095,0.523809524,0.402597403,0.402597403,0.023809524,0.023809524,0.0,0.0
0.577777778,0.074074074,0.066666667,0.459259259,0.27962963,0.27962963,0.014814815,0.014814815,0.0,0.0
0.0,0.0,0.0,0.34375,0.290441176,0.678308824,0.0,0.0,0.0,0.0
0.583333333,0.055555556,0.055555556,0.944444444,0.481481481,0.646990741,0.166666667,0.166666667,0.111111111,0.0
0.0,0.0,0.0,0.571428571,0.434285714,0.462857143,0.0,0.0,0.0,0.0
0.431818182,0.022727273,0.022727273,0.477272727,0.306220096,0.313397129,0.068181818,0.045454545,0.0,0.0
0.15625,0.015625,0.015625,0.6875,0.375,1.66015625,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.413793103,0.25,0.49137931,0.0,0.0,0.0,0.0
0.510204082,0.020408163,0.020408163,0.693877551,0.427437642,0.455782313,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.902439024,0.731707317,0.926829268,0.0,0.0,0.0,1.0
0.0,0.121212121,0.090909091,0.909090909,0.893939394,1.106060606,0.0,0.0,0.0,1.0
0.570175439,0.745614035,0.456140351,0.473684211,0.244238046,0.245270038,0.105263158,0.078947368,0.087719298,0.0
0.0,0.0,0.0,0.810126582,0.458860759,0.60443038,0.0,0.0,0.0,0.0
0.0,0.033333333,0.033333333,0.666666667,0.479166667,0.566666667,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.605263158,0.502923977,0.619883041,0.0,0.0,0.0,0.0
0.5,0.03125,0.03125,0.5625,0.255208333,0.291666667,0.0625,0.0625,0.0,0.0
0.783783784,0.054054054,0.054054054,0.27027027,0.178378378,0.218918919,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.725274725,0.725274725,0.934065934,0.0,0.0,0.0,1.0
0.72,0.4,0.36,0.28,0.156923077,0.395384615,0.26,0.24,0.0,0.0
0.325581395,0.046511628,0.046511628,0.604651163,0.351937984,0.358139535,0.0,0.0,0.0,0.0
0.083333333,0.416666667,0.194444444,0.416666667,0.305555556,0.416666667,0.0,0.0,0.0,0.0
0.024390244,0.0,0.0,0.56097561,0.420731707,2.455284553,0.0,0.0,0.0,0.0
0.393939394,0.181818182,0.090909091,0.424242424,0.262626263,0.262626263,0.0,0.0,0.0,0.0
0.697674419,0.069767442,0.046511628,0.488372093,0.38501292,0.439276486,0.023255814,0.023255814,0.0,0.0
0.090909091,0.333333333,0.060606061,0.121212121,0.075757576,0.075757576,0.0,0.0,0.0,0.0
0.455882353,0.029411765,0.029411765,0.279411765,0.201871658,0.377005348,0.0,0.0,0.0,0.0
0.028571429,0.142857143,0.142857143,0.657142857,0.491428571,0.499047619,0.057142857,0.057142857,0.0,0.0
0.555555556,0.111111111,0.111111111,0.488888889,0.226262626,0.226262626,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.342857143,0.214285714,0.214285714,0.0,0.0,0.0,0.0
0.837209302,0.139534884,0.093023256,0.488372093,0.196899225,0.196899225,0.023255814,0.023255814,0.023255814,0.0
0.0,0.0,0.0,0.854166667,0.802083333,0.802083333,0.0,0.0,0.0,1.0
0.510204082,0.040816327,0.040816327,0.469387755,0.170686456,0.181818182,0.0,0.0,0.0,0.0
0.0,0.075,0.05,0.325,0.228409091,0.552272727,0.0,0.0,0.0,0.0
0.171428571,0.028571429,0.028571429,0.457142857,0.195918367,0.281632653,0.0,0.0,0.0,0.0
0.405797101,0.0,0.0,0.695652174,0.489855072,0.513043478,0.0,0.0,0.0,0.0
0.055555556,0.0,0.0,0.555555556,0.175925926,0.685185185,0.0,0.0,0.0,0.0
0.365384615,0.019230769,0.019230769,0.942307692,0.353146853,0.452797203,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.53125,0.263392857,0.508928571,0.0,0.0,0.0,0.0
